"V C S 407","Third-year classification in veterinary medicine"
"V C S 409","Fourth-year classification in veterinary medicine"
"V C S 414","Third or fourth -year classification in veterinary medicine"
"V C S 415","Third or Fourth-year classification in veterinary medicine"
"V C S 419","Fourth-year classification in veterinary medicine, permission of department curriculum committee"
"V C S 420","VM4 classification, permission of instructor"
"V C S 422","Fourth-year classification in veterinary medicine and completion of V C S 405.  Enrollment by permission of instructor."
"V C S 436","Third year classification in veterinary medicine"
"V C S 437","Fourth year classification in Veterinary Medicine"
"V C S 440","Third-year classification in veterinary medicine"
"V C S 441","Fourth-year classification in veterinary medicine."
"V C S 443","Second or third-year classification in veterinary medicine"
"V C S 444","Third-year classification in veterinary medicine"
"V C S 445","Third-year classification in veterinary medicine"
"V C S 446","Fourth-year classification in veterinary medicine"
"V C S 447","Fourth-year classification in veterinary medicine - preference to equine track student.  Limited to 16 students."
"V C S 448","Third-year classification in veterinary medicine"
"V C S 449","Third-year classification in veterinary medicine"
"V C S 449A","Third-year classification in veterinary medicine"
"V C S 449B","Third-year classification in veterinary medicine"
"V C S 451","V C S 449"
"V C S 451A","V C S 449"
"V C S 451B","V C S 449"
"V C S 451C","V C S 449"
"V C S 452","Fourth-year classification in veterinary medicine.  Must have instructor permission to repeat this course."
"V C S 453","Fourth-year classification in veterinary medicine"
"V C S 454","Fourth-year classification in veterinary medicine"
"V C S 455","Fourth-year classification in veterinary medicine"
"V C S 456","Fourth-year classification in veterinary medicine"
"V C S 457","Fourth-year classification in veterinary medicine"
"V C S 458","Fourth-year classification in veterinary medicine"
"V C S 459","Fourth year classification in Veterinary Medicine"
"V C S 459A","Fourth year classification in Veterinary Medicine"
"V C S 459B","Fourth year classification in Veterinary Medicine"
"V C S 459C","Fourth year classification in Veterinary Medicine"
"V C S 460","Fourth-year classification in veterinary medicine"
"V C S 461","V C S 444 and V C S 436"
"V C S 463","Fourth-year classification in veterinary medicine"
"V C S 464","Fourth-year classification in veterinary medicine"
"V C S 465","Fourth-year classification in veterinary medicine."
"V C S 466","Fourth-year classification in veterinary medicine"
"V C S 467","Fourth year classification in veterinary medicine"
"V C S 468","Fourth-year classification in veterinary medicine"
"V C S 469","Fourth-year classification in veterinary medicine"
"V C S 470","Fourth-year classification in veterinary medicine. Completion of V C S 460 Radiology is required.  Enrollment by permission of instructor."
"V C S 471","Fourth-year classification in veterinary medicine"
"V C S 471C","Fourth-year classification in veterinary medicine."
"V C S 471E","Fourth-year classification in veterinary medicine"
"V C S 471S","Fourth-year classification in veterinary medicine"
"V C S 473","fourth-year classification in veterinary medicine"
"V C S 473O","fourth-year classification in veterinary medicine"
"V C S 473S","fourth-year classification in veterinary medicine"
"V C S 475","Fourth year classification in veterinary medicine"
"V C S 476","Fourth-year classification in veterinary medicine"
"V C S 476E","Fourth-year classification in veterinary medicine"
"V C S 476S","Fourth-year classification in veterinary medicine"
"V C S 478","Fourth-year classification in veterinary medicine"
"V C S 480","Third or Fourth-year classification in veterinary medicine"
"V C S 481","Fourth year classification in veterinary medicine"
"V C S 490","Permission of instructor and the VCS Associate Chair for Academic Affairs."
"V C S 492","Classification in veterinary medicine"
"V C S 495","Fourth-year classification in veterinary medicine"
"V C S 496","Second-year classification in veterinary medicine."
"V C S 590",""
"V C S 590A",""
"V C S 590B",""
"V C S 590C",""
"V C S 590D",""
"V C S 590E",""
"V C S 590F",""
"V C S 596","Admission to graduate college"
"V C S 599","Enrollment in nonthesis master's degree program"
"V C S 604",""
"V C S 640","V C S 448"
"V C S 671","Permission of instructor"
"V C S 672","Permission of instructor"
"V C S 676","V C S 445"
"V C S 677","V C S 445"
"V C S 699",""
"V C S 699A",""
"V C S 699B",""
"V C S 699C",""
"V C S 699E",""
"V C S 699F",""
"VDPAM 308","Classification in veterinary medicine and basic knowledge of Spanish"
"VDPAM 309",""
"VDPAM 310","Second or third year classification in veterinary medicine or permission of instructor"
"VDPAM 312","First-year classification in veterinary medicine"
"VDPAM 340","Classification in veterinary medicine"
"VDPAM 351","Second or third year classification in veterinary medicine"
"VDPAM 365",""
"VDPAM 402","VDPAM 309 or permission of instructor"
"VDPAM 402A","Classification in veterinary medicine"
"VDPAM 402B","VDPAM 402A"
"VDPAM 402C","VDPAM 402A, VDPAM 402B"
"VDPAM 402D","VDPAM 402A, VDPAM 402B, VDPAM 402C"
"VDPAM 407","Permission of instructor"
"VDPAM 408","Classification in veterinary medicine or permission of instructor"
"VDPAM 409",""
"VDPAM 410","Second or third year classification in veterinary medicine"
"VDPAM 414",""
"VDPAM 416","Third year classification in veterinary medicine. 10 students per section."
"VDPAM 419","VDPAM 309 or permission of instructor"
"VDPAM 420","Fourth year classification in veterinary medicine"
"VDPAM 420A","Fourth year classification in veterinary medicine"
"VDPAM 420B","Fourth year classification in veterinary medicine"
"VDPAM 420C","Fourth year classification in veterinary medicine"
"VDPAM 421","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421A","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421B","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421D","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421E","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421F","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421J","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421K","Fourth year classification in veterinary medicine; ability to provide own transportation to each site"
"VDPAM 421M","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421P","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421Q","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421R","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 421S","Fourth year classification in veterinary medicine; ability to provide own transportation to each site."
"VDPAM 422","VDPAM 310; fourth year classification in veterinary medicine"
"VDPAM 426","Third year classification in veterinary medicine"
"VDPAM 428",""
"VDPAM 436","First, second or third year classification in veterinary medicine, or permission of instructor"
"VDPAM 436A","First, second or third year classification in veterinary medicine, or special permission of instructor"
"VDPAM 436B","First, second or third year classification in veterinary medicine, or special permission of instructor, VDPAM 436A"
"VDPAM 436C","Second or third year classification in veterinary medicine, or special permission of instructor, VDPAM 436A, VDPAM 436B"
"VDPAM 436D","Second or third year classification in veterinary medicine, or special permission of instructor, VDPAM 436A, VDPAM 436B, VDPAM 436C"
"VDPAM 445","Third year classification in veterinary medicine"
"VDPAM 450","Third year classification in veterinary medicine"
"VDPAM 451","Fourth year classification in veterinary medicine"
"VDPAM 455","Fourth year classification in veterinary medicine"
"VDPAM 456","Second or third year classification in veterinary medicine"
"VDPAM 471","Fourth year classification in veterinary medicine."
"VDPAM 476","VDPAM 310; Fourth year classification in Veterinary Medicine"
"VDPAM 477","Fourth-year classification in veterinary medicine"
"VDPAM 479","VDPAM 310; Fourth year classification in Veterinary Medicine"
"VDPAM 480","VDPAM 310; Fourth year classification in Veterinary Medicine or permission of instructor"
"VDPAM 481","Completion of two semesters of VDPAM 436 or UNL equivalent (V MED 596 Cattle Production), fourth year classification in veterinary medicine"
"VDPAM 482","VDPAM 310; Fourth year classification in veterinary medicine"
"VDPAM 483","VDPAM 310; fourth year classification in veterinary medicine"
"VDPAM 484","VDPAM 310; fourth year classification in veterinary medicine"
"VDPAM 485","VDPAM 310; fourth year classification in veterinary medicine"
"VDPAM 486","Third year classification in veterinary medicine or permission of instructor."
"VDPAM 487",""
"VDPAM 488","Fourth year classification in veterinary medicine"
"VDPAM 489","Credit or enrollment in FS HN 101 or FS HN 272 or HSP M 233; FS HN 419 or FS HN 420; FS HN 403"
"VDPAM 490","Permission of department chair"
"VDPAM 491",""
"VDPAM 494","VDPAM 484 or permission of instructor"
"VDPAM 495","VDPAM 486, fourth year classification in veterinary medicine, or permission of instructor"
"VDPAM 496","Second, third or fourth year classification in veterinary medicine"
"VDPAM 507","Permission of instructor"
"VDPAM 508","Classification in veterinary medicine or permission of instructor"
"VDPAM 514",""
"VDPAM 526","Third year classification in veterinary medicine"
"VDPAM 527","STAT 401"
"VDPAM 528",""
"VDPAM 529","STAT 401"
"VDPAM 542",""
"VDPAM 542A",""
"VDPAM 542B","Graduate classification"
"VDPAM 542C",""
"VDPAM 542D",""
"VDPAM 542E",""
"VDPAM 542F",""
"VDPAM 542G",""
"VDPAM 546","D.V.M. degree or VDPAM 526"
"VDPAM 551","VDPAM 455"
"VDPAM 570","Statistics 300-level or higher."
"VDPAM 581","Completion of two semesters of VDPAM 436 or UNL equivalent (V MED 596 Cattle Production), fourth year classification in veterinary medicine"
"VDPAM 590","Permission of instructor"
"VDPAM 596","Second, third or fourth year classification in veterinary medicine"
"VDPAM 599","Enrollment in nonthesis master's degree program"
"VDPAM 650","Permission of instructor"
"VDPAM 654","Graduate student, resident, or intern in College of Veterinary Medicine"
"VDPAM 655","Permission of instructor"
"VDPAM 699",""
"V MPM 378","Second-year classification in veterinary medicine"
"V MPM 380","First-year classification in veterinary medicine"
"V MPM 386","Second-year classification in veterinary medicine"
"V MPM 387","Second-year classification in veterinary medicine"
"V MPM 388","Second-year classification in veterinary medicine"
"V MPM 390",""
"V MPM 409","Second year classification in veterinary medicine"
"V MPM 428",""
"V MPM 437","Third-year classification in veterinary medicine"
"V MPM 486","Fourth-year classification in veterinary medicine"
"V MPM 490","Permission of instructor and department chair"
"V MPM 491","Written permission of instructor"
"V MPM 494","Fourth year classification in veterinary medicine"
"V MPM 496","Second-year classification in veterinary medicine"
"V MPM 501",""
"V MPM 502","MICRO 302, BIOL 313"
"V MPM 520","MICRO 310 or V MPM 386, 3 credits in biochemistry"
"V MPM 525","MICRO 302, BIOL 313"
"V MPM 528",""
"V MPM 536","V MPM 386, VMPM 387 and V MPM 388 or equivalent or permission of instructor"
"V MPM 540","AN S 561 or MICRO 575 or V MPM 520"
"V MPM 542",""
"V MPM 542A",""
"V MPM 542C",""
"V MPM 542D",""
"V MPM 542E",""
"V MPM 542F",""
"V MPM 542G",""
"V MPM 575","MICRO 310"
"V MPM 586","Permission of instructor"
"V MPM 586L","credit or enrollment in V MPM 586 or V MPM 625"
"V MPM 587","Permission of instructor"
"V MPM 590","Permission of instructor"
"V MPM 596","Admission to graduate college"
"V MPM 599","Nonthesis M.S. Option only"
"V MPM 604",""
"V MPM 608","BBMB 405 or GDCB 511"
"V MPM 615","BBMB 405 or BBMB 506 and BBMB 507"
"V MPM 625","Credit in Biochemistry and Microbiology"
"V MPM 629","V MPM 520 or V MPM 575"
"V MPM 660","Permission of instructor"
"V MPM 690","Permission of instructor"
"V MPM 690A","Permission of instructor"
"V MPM 690B","Permission of instructor"
"V MPM 698",""
"V MPM 699",""
"V PTH 342","for V PTH 342, First-year classification in veterinary medicine. For V PTH 542, Graduate classification and BIOL 352 or equivalent for graduate credit, permission of instructor."
"V PTH 349","GEN 313 or GEN 320"
"V PTH 353","BIOL 212"
"V PTH 372","for V PTH 372, V PTH 342. For V PTH 572, Graduate classification and V PTH 542."
"V PTH 376","For V PTH 376, Second-year classification in veterinary medicine. For V PTH 576, Graduate classification and V PTH 542."
"V PTH 377","Second-year classification in veterinary medicine"
"V PTH 401",""
"V PTH 402","BIOL 211 and BIOL 212 with labs"
"V PTH 409","Third-year classification in veterinary medicine"
"V PTH 425","V PTH 372"
"V PTH 456","Fourth-year classification in veterinary medicine"
"V PTH 457","Fourth-year classification in veterinary medicine"
"V PTH 490","Permission of instructor and department chair"
"V PTH 492","Classification in veterinary medicine"
"V PTH 496","Second-year classification in veterinary medicine"
"V PTH 503",""
"V PTH 530",""
"V PTH 542","for V PTH 342, First-year classification in veterinary medicine. For V PTH 542, Graduate classification and BIOL 352 or equivalent for graduate credit, permission of instructor."
"V PTH 548","V PTH 376 or V PTH 576"
"V PTH 549","V PTH 457; permission of instructor"
"V PTH 550","V PTH 570 or V PTH 571; permission of instructor"
"V PTH 551","V PTH 542; permission of instructor"
"V PTH 554","Graduate classification"
"V PTH 570","V PTH 342 or V PTH 542; permission of instructor"
"V PTH 571","V PTH 342 or V PTH 542; permission of instructor"
"V PTH 572","for V PTH 372, V PTH 342. For V PTH 572, Graduate classification and V PTH 542."
"V PTH 576","For V PTH 376, Second-year classification in veterinary medicine. For V PTH 576, Graduate classification and V PTH 542."
"V PTH 590","Permission of instructor"
"V PTH 590A","Permission of instructor"
"V PTH 590B","Permission of instructor"
"V PTH 590C","Permission of instructor"
"V PTH 590D","Permission of instructor"
"V PTH 590E","Permission of instructor"
"V PTH 596","Admission to graduate college"
"V PTH 599",""
"V PTH 599A",""
"V PTH 599B",""
"V PTH 599C",""
"V PTH 599D",""
"V PTH 604","permission of instructor"
"V PTH 605",""
"V PTH 606","permission of instructor"
"V PTH 606A","permission of instructor"
"V PTH 606B","permission of instructor"
"V PTH 606C","permission of instructor"
"V PTH 606D","permission of instructor"
"V PTH 652","V PTH 425; permission of instructor"
"V PTH 655","Graduate course in biochemistry, genetics, or cell biology"
"V PTH 656","Graduate course in biochemistry, genetics, or cell biology"
"V PTH 660","Permission of instructor"
"V PTH 661","Graduate level Immunology or permission of instructor."
"V PTH 663","V PTH 425; permission of instructor"
"V PTH 679","V PTH 570 or V PTH 571; permission of instructor"
